trade_date,q1,q5,spread
2019-07-31,-0.00634749311500304,-0.001319424439090379,0.005028068675912661
2019-08-30,0.013778595293731263,0.022149178744804033,0.00837058345107277
2019-09-30,-0.0014000187852632037,-0.008169932317192641,-0.006769913531929438
2019-10-31,-0.01212207176180448,-0.018886233622872634,-0.006764161861068154
2019-11-29,0.08827686047152306,0.087069855685236,-0.0012070047862870609
2019-12-31,-0.005958921327705273,0.03063535517549898,0.03659427650320425
2020-01-23,-0.002731242419605149,0.011417010102577247,0.014148252522182396
2020-02-28,-0.0253136110826726,-0.04447653658574718,-0.019162925503074576
2020-03-31,0.009632174047169085,0.10039296029445319,0.0907607862472841
2020-04-30,0.01621848645506829,0.06536306294658291,0.049144576491514616
2020-05-29,0.051974945778323726,0.12517438400185427,0.07319943822353053
2020-06-30,0.14647974169523553,0.12919080802924723,-0.0172889336659883
2020-07-31,0.014789559747509442,0.04324572132956644,0.028456161582056994
2020-08-31,-0.06920811759531778,-0.046652672267550564,0.022555445327767217
2020-09-30,-0.010093123283768816,0.03351959064617552,0.043612713929944334
2020-10-30,0.06232702858588566,0.024853778971459656,-0.037473249614426
2020-11-30,-0.03777382024727467,0.011499588567416457,0.04927340881469113
2020-12-31,-0.07074361205445515,0.012614179205682594,0.08335779126013775
2021-01-29,0.03420462325653841,0.014414918764995437,-0.019789704491542975
2021-02-26,0.0302821263420679,0.01294024593202593,-0.01734188041004197
2021-03-31,0.009731032679486416,0.03160486145468898,0.021873828775202563
2021-04-30,0.052701455478274296,0.0625551127948571,0.00985365731658281
2021-05-31,0.024316104514399372,0.03157441891920775,0.00725831440480838
2021-06-30,-0.020965796965412356,-0.013497684844137034,0.007468112121275322
2021-07-30,0.0656177708947245,0.07419542840279869,0.008577657508074196
2021-08-31,-0.027965895302776312,0.026655720624726518,0.05462161592750283
2021-09-30,-0.017194740766414123,0.0031748497924808565,0.02036959055889498
2021-10-29,0.09066256335035353,0.08951580330416786,-0.001146760046185663
2021-11-30,0.01756346327888269,0.026092577023539672,0.008529113744656983
2021-12-31,-0.1078102395945486,-0.07665060477359574,0.031159634820952853
2022-01-28,0.04791442186429865,0.02916052614680223,-0.018753895717496423
2022-02-28,-0.03596066962776398,-0.08255230669696444,-0.046591637069200456
2022-03-31,-0.1720257973793926,-0.11495615917930647,0.057069638200086134
2022-04-29,0.09855712968839193,0.12010363340227857,0.02154650371388664
2022-05-31,0.06337065708140084,0.08778465069911383,0.024413993617712987
2022-06-30,0.023135185563055587,0.027718044156808924,0.004582858593753337
2022-07-29,-0.05814733117207165,-0.0083824511974034,0.049764879974668254
2022-08-31,-0.09317279517501058,-0.07055711571399174,0.022615679461018834
2022-09-30,0.035981482276809716,0.027566580028471205,-0.008414902248338511
2022-10-31,0.03542971762804674,0.12361470447200261,0.08818498684395587
2022-11-30,-0.048916008140452175,-0.04248141431294311,0.006434593827509064
2022-12-30,0.08612496737688193,0.08050700672060183,-0.005617960656280091
2023-01-31,0.027038394939191315,0.02996555921726237,0.0029271642780710552
2023-02-28,-0.011017896641759348,-0.012506159252247864,-0.0014882626104885163
2023-03-31,-0.026069032284997993,-0.016261159046598556,0.009807873238399437
2023-04-28,-6.91854062709124e-05,0.017542319665974224,0.017611505072245136
2023-05-31,0.013376354304353301,0.020800897995602002,0.007424543691248701
2023-06-30,-0.020472695039818765,0.050472587705524874,0.07094528274534365
2023-07-31,-0.04327531996063322,-0.034802060287853966,0.008473259672779253
2023-08-31,-0.023248032456915754,0.005254122198171347,0.0285021546550871
2023-09-28,-0.011398907368028732,-0.011257925538551709,0.00014098182947702362
2023-10-31,0.04420208037397392,0.09337600472470027,0.04917392435072635
2023-11-30,0.003029056549621491,-0.008205552128122713,-0.011234608677744205
2023-12-29,-0.22786821261936038,-0.16223056245899162,0.06563765016036877
2024-01-31,0.08199036180822686,0.027206694441337297,-0.05478366736688956
2024-02-29,0.03169199362629238,0.06623610370443249,0.03454411007814011
2024-03-29,-0.040249032191955976,-0.012414148372217418,0.02783488381973856
2024-04-30,-0.01755643777738602,-0.007459145452355329,0.010097292325030692
2024-05-31,-0.07554041181363008,-0.08400768601364773,-0.008467274200017652
2024-06-28,-0.0056807255930156515,0.0263526120697018,0.03203333766271745
2024-07-31,-0.06979752081864207,-0.01540383410908435,0.05439368670955772
2024-08-30,0.2529768768104497,0.22369077927936337,-0.029286097531086352
2024-09-30,0.12543337153669873,0.08427111772309746,-0.041162253813601266
